State,Centre,Commodity,Variety,Unit,Category,Date,Retail Price
Karnataka,Bijapur,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
Karnataka,Hubli,Tomato,FAQ,Kg.,Food,OCT-2017,40.0
Kerala,Ernakulam,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
Kerala,Khozhikode,Tomato,FAQ,Kg.,Food,OCT-2017,45.0
Kerala,Trivandrum,Tomato,FAQ,Kg.,Food,OCT-2017,60.0
Madhya Pradesh,Bhopal,Tomato,FAQ,Kg.,Food,OCT-2017,45.0
Maharashtra,Mumbai,Tomato,FAQ,Kg.,Food,OCT-2017,28.0
Manipur,Imphal,Tomato,FAQ,Kg.,Food,OCT-2017,60.0
Meghalaya,Shillong,Tomato,FAQ,Kg.,Food,OCT-2017,45.0
Mizoram,Aizwal,Tomato,FAQ,Kg.,Food,OCT-2017,100.0
Nagaland,Kohima,Tomato,FAQ,Kg.,Food,OCT-2017,60.0
National Capital,Delhi,Tomato,FAQ,Kg.,Food,OCT-2017,55.0
Orissa,Bhubneshwar,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
Orissa,Cuttack,Tomato,FAQ,Kg.,Food,OCT-2017,55.0
Punjab,Amritsar,Tomato,FAQ,Kg.,Food,OCT-2017,40.0
Rajasthan,Dausa,Tomato,FAQ,Kg.,Food,OCT-2017,60.0
Rajasthan,Jaipur,Tomato,FAQ,Kg.,Food,OCT-2017,45.0
Rajasthan,Jodhpur,Tomato,FAQ,Kg.,Food,OCT-2017,55.0
Rajasthan,Swaimadhopur,Tomato,FAQ,Kg.,Food,OCT-2017,40.0
Rajasthan,Udaipur,Tomato,FAQ,Kg.,Food,OCT-2017,35.0
Tamil Nadu,Chennai,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
Tamil Nadu,Coimbatore,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
Tamil Nadu,Madurai,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
Tamil Nadu,Salem,Tomato,FAQ,Kg.,Food,OCT-2017,38.0
Tamil Nadu,Tirunelveli,Tomato,FAQ,Kg.,Food,OCT-2017,45.0
Telangana,Hyderabad,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
Tripura,Agartala,Tomato,FAQ,Kg.,Food,OCT-2017,55.0
Union Territories,Portblair,Tomato,FAQ,Kg.,Food,OCT-2017,80.0
Uttar Pradesh,Agra,Tomato,FAQ,Kg.,Food,OCT-2017,55.0
Uttar Pradesh,Allahabad,Tomato,FAQ,Kg.,Food,OCT-2017,40.0
Uttar Pradesh,Gorakhpur,Tomato,FAQ,Kg.,Food,OCT-2017,35.0
Uttar Pradesh,Kanpur,Tomato,FAQ,Kg.,Food,OCT-2017,40.0
Uttar Pradesh,Lucknow,Tomato,FAQ,Kg.,Food,OCT-2017,40.0
Uttar Pradesh,Saharanpur,Tomato,FAQ,Kg.,Food,OCT-2017,30.0
West Bengal,Asansol,Tomato,FAQ,Kg.,Food,OCT-2017,55.0
West Bengal,Howrah,Tomato,FAQ,Kg.,Food,OCT-2017,50.0
West Bengal,Kolkata,Tomato,FAQ,Kg.,Food,OCT-2017,60.0
Andhra Pradesh,Chittoor,Wheat,Desi,Kg.,Food,OCT-2017,32.0
Andhra Pradesh,Chittoor,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,36.0
Andhra Pradesh,Guntur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,31.0
Andhra Pradesh,Kurnool,Wheat,Desi,Kg.,Food,OCT-2017,30.0
Andhra Pradesh,Kurnool,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,40.0
Andhra Pradesh,Vishakhapatnam,Wheat,Desi,Kg.,Food,OCT-2017,30.0
Andhra Pradesh,Vishakhapatnam,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,34.0
Assam,Dibrugarh,Wheat,Desi,Kg.,Food,OCT-2017,22.0
Assam,Dibrugarh,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,26.0
Assam,Dispur,Wheat,Desi,Kg.,Food,OCT-2017,22.0
Assam,Dispur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,26.0
Assam,Guwahati,Wheat,Desi,Kg.,Food,OCT-2017,22.0
Assam,Guwahati,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,25.0
Assam,Silchar,Wheat,Desi,Kg.,Food,OCT-2017,22.0
Assam,Silchar,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,26.0
Bihar,Patna,Wheat,Desi,Kg.,Food,OCT-2017,24.0
Bihar,Patna,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,23.0
Goa,Panaji,Wheat,Desi,Kg.,Food,OCT-2017,32.0
Goa,Panaji,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,30.0
Gujarat,Gandhi Nagar,Wheat,Desi,Kg.,Food,OCT-2017,19.0
Gujarat,Gandhi Nagar,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,22.0
Gujarat,Rajkot,Wheat,Desi,Kg.,Food,OCT-2017,18.0
Gujarat,Rajkot,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,21.0
Gujarat,Surat,Wheat,Desi,Kg.,Food,OCT-2017,19.0
Gujarat,Surat,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,22.0
Jammu Kashmir,Jammu,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
Jharkhand,Dhanbad,Wheat,Desi,Kg.,Food,OCT-2017,28.0
Jharkhand,Dhanbad,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,24.0
Jharkhand,Ranchi,Wheat,Desi,Kg.,Food,OCT-2017,28.0
Jharkhand,Ranchi,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,24.0
Karnataka,Bangalore,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,33.0
Karnataka,Bijapur,Wheat,Desi,Kg.,Food,OCT-2017,40.0
Karnataka,Bijapur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,30.0
Karnataka,Hubli,Wheat,Desi,Kg.,Food,OCT-2017,26.0
Karnataka,Hubli,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,28.0
Kerala,Ernakulam,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,30.0
Kerala,Khozhikode,Wheat,Desi,Kg.,Food,OCT-2017,40.0
Kerala,Trivandrum,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,32.0
Madhya Pradesh,Bhopal,Wheat,Desi,Kg.,Food,OCT-2017,24.0
Madhya Pradesh,Bhopal,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
Maharashtra,Mumbai,Wheat,Desi,Kg.,Food,OCT-2017,38.0
Maharashtra,Mumbai,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,28.0
National Capital,Delhi,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,22.0
Orissa,Bhubneshwar,Wheat,Desi,Kg.,Food,OCT-2017,28.0
Orissa,Bhubneshwar,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
Orissa,Cuttack,Wheat,Desi,Kg.,Food,OCT-2017,28.0
Orissa,Cuttack,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,21.0
Punjab,Amritsar,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,22.0
Rajasthan,Dausa,Wheat,Desi,Kg.,Food,OCT-2017,20.0
Rajasthan,Dausa,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,17.0
Rajasthan,Jaipur,Wheat,Desi,Kg.,Food,OCT-2017,24.0
Rajasthan,Jaipur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,24.0
Rajasthan,Jodhpur,Wheat,Desi,Kg.,Food,OCT-2017,26.0
Rajasthan,Jodhpur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,27.0
Rajasthan,Swaimadhopur,Wheat,Desi,Kg.,Food,OCT-2017,22.0
Rajasthan,Swaimadhopur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,18.0
Rajasthan,Udaipur,Wheat,Desi,Kg.,Food,OCT-2017,22.0
Rajasthan,Udaipur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
Tamil Nadu,Chennai,Wheat,Desi,Kg.,Food,OCT-2017,32.0
Tamil Nadu,Chennai,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,29.0
Tamil Nadu,Coimbatore,Wheat,Desi,Kg.,Food,OCT-2017,36.0
Tamil Nadu,Coimbatore,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,36.0
Tamil Nadu,Madurai,Wheat,Desi,Kg.,Food,OCT-2017,45.0
Tamil Nadu,Madurai,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,26.0
Tamil Nadu,Salem,Wheat,Desi,Kg.,Food,OCT-2017,40.0
Tamil Nadu,Salem,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,40.0
Tamil Nadu,Tirunelveli,Wheat,Desi,Kg.,Food,OCT-2017,32.0
Tamil Nadu,Tirunelveli,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,65.0
Telangana,Hyderabad,Wheat,Desi,Kg.,Food,OCT-2017,25.0
Telangana,Hyderabad,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,30.0
Uttar Pradesh,Agra,Wheat,Desi,Kg.,Food,OCT-2017,19.0
Uttar Pradesh,Agra,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
Uttar Pradesh,Allahabad,Wheat,Desi,Kg.,Food,OCT-2017,18.0
Uttar Pradesh,Allahabad,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
Uttar Pradesh,Gorakhpur,Wheat,Desi,Kg.,Food,OCT-2017,18.0
Uttar Pradesh,Gorakhpur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
Uttar Pradesh,Kanpur,Wheat,Desi,Kg.,Food,OCT-2017,18.0
Uttar Pradesh,Kanpur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,22.0
Uttar Pradesh,Lucknow,Wheat,Desi,Kg.,Food,OCT-2017,18.0
Uttar Pradesh,Lucknow,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,21.0
Uttar Pradesh,Saharanpur,Wheat,Desi,Kg.,Food,OCT-2017,18.0
Uttar Pradesh,Saharanpur,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,20.0
West Bengal,Asansol,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,19.0
West Bengal,Howrah,Wheat,Desi,Kg.,Food,OCT-2017,20.0
West Bengal,Howrah,Wheat,Kalyan HYV,Kg.,Food,OCT-2017,22.0
West Bengal,Malda,Wheat,Desi,Kg.,Food,OCT-2017,20.0
Andhra Pradesh,Chittoor,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Andhra Pradesh,Guntur,Tomato,FAQ,Kg.,Food,NOV-2017,36.0
Andhra Pradesh,Kurnool,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Andhra Pradesh,Vishakhapatnam,Tomato,FAQ,Kg.,Food,NOV-2017,45.0
Assam,Dibrugarh,Tomato,FAQ,Kg.,Food,NOV-2017,55.0
Assam,Dispur,Tomato,FAQ,Kg.,Food,NOV-2017,55.0
Assam,Guwahati,Tomato,FAQ,Kg.,Food,NOV-2017,55.0
Assam,Silchar,Tomato,FAQ,Kg.,Food,NOV-2017,55.0
Bihar,Gaya,Tomato,FAQ,Kg.,Food,NOV-2017,52.0
Bihar,Patna,Tomato,FAQ,Kg.,Food,NOV-2017,54.0
Goa,Panaji,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Gujarat,Gandhi Nagar,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Gujarat,Rajkot,Tomato,FAQ,Kg.,Food,NOV-2017,45.0
Gujarat,Surat,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Himachal Pradesh,Mandi,Tomato,FAQ,Kg.,Food,NOV-2017,60.0
Jammu Kashmir,Jammu,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Jharkhand,Dhanbad,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Jharkhand,Ranchi,Tomato,FAQ,Kg.,Food,NOV-2017,46.0
Karnataka,Bangalore,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Karnataka,Bijapur,Tomato,FAQ,Kg.,Food,NOV-2017,30.0
Karnataka,Hubli,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Kerala,Ernakulam,Tomato,FAQ,Kg.,Food,NOV-2017,55.0
Kerala,Khozhikode,Tomato,FAQ,Kg.,Food,NOV-2017,45.0
Kerala,Trivandrum,Tomato,FAQ,Kg.,Food,NOV-2017,55.0
Madhya Pradesh,Bhopal,Tomato,FAQ,Kg.,Food,NOV-2017,45.0
Maharashtra,Mumbai,Tomato,FAQ,Kg.,Food,NOV-2017,36.0
Manipur,Imphal,Tomato,FAQ,Kg.,Food,NOV-2017,80.0
Meghalaya,Shillong,Tomato,FAQ,Kg.,Food,NOV-2017,52.0
Mizoram,Aizwal,Tomato,FAQ,Kg.,Food,NOV-2017,110.0
National Capital,Delhi,Tomato,FAQ,Kg.,Food,NOV-2017,65.0
Orissa,Bhubneshwar,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Orissa,Cuttack,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Punjab,Amritsar,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Rajasthan,Dausa,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Rajasthan,Jaipur,Tomato,FAQ,Kg.,Food,NOV-2017,42.0
Rajasthan,Jodhpur,Tomato,FAQ,Kg.,Food,NOV-2017,60.0
Rajasthan,Swaimadhopur,Tomato,FAQ,Kg.,Food,NOV-2017,60.0
Rajasthan,Udaipur,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Tamil Nadu,Chennai,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Tamil Nadu,Coimbatore,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Tamil Nadu,Madurai,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Tamil Nadu,Salem,Tomato,FAQ,Kg.,Food,NOV-2017,35.0
Tamil Nadu,Tirunelveli,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
Telangana,Hyderabad,Tomato,FAQ,Kg.,Food,NOV-2017,48.0
Tripura,Agartala,Tomato,FAQ,Kg.,Food,NOV-2017,62.0
Union Territories,Portblair,Tomato,FAQ,Kg.,Food,NOV-2017,80.0
Uttar Pradesh,Agra,Tomato,FAQ,Kg.,Food,NOV-2017,55.0
Uttar Pradesh,Allahabad,Tomato,FAQ,Kg.,Food,NOV-2017,60.0
Uttar Pradesh,Gorakhpur,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Uttar Pradesh,Kanpur,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
Uttar Pradesh,Lucknow,Tomato,FAQ,Kg.,Food,NOV-2017,65.0
Uttar Pradesh,Saharanpur,Tomato,FAQ,Kg.,Food,NOV-2017,50.0
West Bengal,Asansol,Tomato,FAQ,Kg.,Food,NOV-2017,40.0
West Bengal,Howrah,Tomato,FAQ,Kg.,Food,NOV-2017,60.0
West Bengal,Kolkata,Tomato,FAQ,Kg.,Food,NOV-2017,70.0
Andhra Pradesh,Chittoor,Wheat,Desi,Kg.,Food,NOV-2017,32.0
Andhra Pradesh,Chittoor,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,36.0
Andhra Pradesh,Guntur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,30.0
Andhra Pradesh,Kurnool,Wheat,Desi,Kg.,Food,NOV-2017,30.0
Andhra Pradesh,Kurnool,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,40.0
Andhra Pradesh,Vishakhapatnam,Wheat,Desi,Kg.,Food,NOV-2017,30.0
Andhra Pradesh,Vishakhapatnam,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,34.0
Assam,Dibrugarh,Wheat,Desi,Kg.,Food,NOV-2017,22.0
Assam,Dibrugarh,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,26.0
Assam,Dispur,Wheat,Desi,Kg.,Food,NOV-2017,22.0
Assam,Dispur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,26.0
Assam,Guwahati,Wheat,Desi,Kg.,Food,NOV-2017,22.0
Assam,Guwahati,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,25.0
Assam,Silchar,Wheat,Desi,Kg.,Food,NOV-2017,22.0
Assam,Silchar,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,26.0
Bihar,Gaya,Wheat,Desi,Kg.,Food,NOV-2017,22.0
Bihar,Gaya,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
Bihar,Patna,Wheat,Desi,Kg.,Food,NOV-2017,26.0
Bihar,Patna,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,23.0
Goa,Panaji,Wheat,Desi,Kg.,Food,NOV-2017,32.0
Goa,Panaji,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,30.0
Gujarat,Gandhi Nagar,Wheat,Desi,Kg.,Food,NOV-2017,19.0
Gujarat,Gandhi Nagar,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,22.0
Gujarat,Rajkot,Wheat,Desi,Kg.,Food,NOV-2017,18.0
Gujarat,Rajkot,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,22.0
Gujarat,Surat,Wheat,Desi,Kg.,Food,NOV-2017,19.0
Gujarat,Surat,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,21.0
Jammu Kashmir,Jammu,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
Jharkhand,Dhanbad,Wheat,Desi,Kg.,Food,NOV-2017,28.0
Jharkhand,Dhanbad,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,24.0
Jharkhand,Ranchi,Wheat,Desi,Kg.,Food,NOV-2017,28.0
Jharkhand,Ranchi,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,24.0
Karnataka,Bangalore,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,33.0
Karnataka,Bijapur,Wheat,Desi,Kg.,Food,NOV-2017,40.0
Karnataka,Bijapur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,30.0
Karnataka,Hubli,Wheat,Desi,Kg.,Food,NOV-2017,26.0
Karnataka,Hubli,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,28.0
Kerala,Ernakulam,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,30.0
Kerala,Khozhikode,Wheat,Desi,Kg.,Food,NOV-2017,40.0
Kerala,Trivandrum,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,32.0
Madhya Pradesh,Bhopal,Wheat,Desi,Kg.,Food,NOV-2017,24.0
Madhya Pradesh,Bhopal,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
Maharashtra,Mumbai,Wheat,Desi,Kg.,Food,NOV-2017,38.0
Maharashtra,Mumbai,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,28.0
National Capital,Delhi,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,22.0
Orissa,Bhubneshwar,Wheat,Desi,Kg.,Food,NOV-2017,28.0
Orissa,Bhubneshwar,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,21.0
Orissa,Cuttack,Wheat,Desi,Kg.,Food,NOV-2017,32.0
Orissa,Cuttack,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,21.0
Punjab,Amritsar,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,22.0
Rajasthan,Dausa,Wheat,Desi,Kg.,Food,NOV-2017,20.0
Rajasthan,Dausa,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,18.0
Rajasthan,Jaipur,Wheat,Desi,Kg.,Food,NOV-2017,24.0
Rajasthan,Jaipur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,24.0
Rajasthan,Jodhpur,Wheat,Desi,Kg.,Food,NOV-2017,26.0
Rajasthan,Jodhpur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,27.0
Rajasthan,Swaimadhopur,Wheat,Desi,Kg.,Food,NOV-2017,23.0
Rajasthan,Swaimadhopur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,19.0
Rajasthan,Udaipur,Wheat,Desi,Kg.,Food,NOV-2017,22.0
Rajasthan,Udaipur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
Tamil Nadu,Chennai,Wheat,Desi,Kg.,Food,NOV-2017,33.0
Tamil Nadu,Chennai,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,30.0
Tamil Nadu,Coimbatore,Wheat,Desi,Kg.,Food,NOV-2017,34.0
Tamil Nadu,Coimbatore,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,35.0
Tamil Nadu,Madurai,Wheat,Desi,Kg.,Food,NOV-2017,37.0
Tamil Nadu,Madurai,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,26.0
Tamil Nadu,Salem,Wheat,Desi,Kg.,Food,NOV-2017,40.0
Tamil Nadu,Salem,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,40.0
Tamil Nadu,Tirunelveli,Wheat,Desi,Kg.,Food,NOV-2017,32.0
Tamil Nadu,Tirunelveli,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,50.0
Telangana,Hyderabad,Wheat,Desi,Kg.,Food,NOV-2017,26.0
Telangana,Hyderabad,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,31.0
Uttar Pradesh,Agra,Wheat,Desi,Kg.,Food,NOV-2017,19.0
Uttar Pradesh,Agra,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
Uttar Pradesh,Allahabad,Wheat,Desi,Kg.,Food,NOV-2017,18.0
Uttar Pradesh,Allahabad,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
Uttar Pradesh,Gorakhpur,Wheat,Desi,Kg.,Food,NOV-2017,18.0
Uttar Pradesh,Gorakhpur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
Uttar Pradesh,Kanpur,Wheat,Desi,Kg.,Food,NOV-2017,19.0
Uttar Pradesh,Kanpur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,23.0
Uttar Pradesh,Lucknow,Wheat,Desi,Kg.,Food,NOV-2017,18.0
Uttar Pradesh,Lucknow,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,21.0
Uttar Pradesh,Saharanpur,Wheat,Desi,Kg.,Food,NOV-2017,18.0
Uttar Pradesh,Saharanpur,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,20.0
West Bengal,Asansol,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,19.0
West Bengal,Howrah,Wheat,Desi,Kg.,Food,NOV-2017,20.0
West Bengal,Howrah,Wheat,Kalyan HYV,Kg.,Food,NOV-2017,22.0
West Bengal,Malda,Wheat,Desi,Kg.,Food,NOV-2017,20.0
Andhra Pradesh,Chittoor,Tomato,FAQ,Kg.,Food,DEC-2017,8.0
Andhra Pradesh,Guntur,Tomato,FAQ,Kg.,Food,DEC-2017,8.0
Andhra Pradesh,Kurnool,Tomato,FAQ,Kg.,Food,DEC-2017,5.0
Andhra Pradesh,Vishakhapatnam,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Assam,Dibrugarh,Tomato,FAQ,Kg.,Food,DEC-2017,43.0
Assam,Dispur,Tomato,FAQ,Kg.,Food,DEC-2017,43.0
Assam,Guwahati,Tomato,FAQ,Kg.,Food,DEC-2017,43.0
Assam,Silchar,Tomato,FAQ,Kg.,Food,DEC-2017,43.0
Bihar,Gaya,Tomato,FAQ,Kg.,Food,DEC-2017,24.0
Bihar,Patna,Tomato,FAQ,Kg.,Food,DEC-2017,22.0
Goa,Panaji,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Gujarat,Gandhi Nagar,Tomato,FAQ,Kg.,Food,DEC-2017,18.0
Gujarat,Rajkot,Tomato,FAQ,Kg.,Food,DEC-2017,42.0
Gujarat,Surat,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Himachal Pradesh,Mandi,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Jammu Kashmir,Jammu,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Jharkhand,Dhanbad,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Jharkhand,Ranchi,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Karnataka,Bangalore,Tomato,FAQ,Kg.,Food,DEC-2017,10.0
Karnataka,Bijapur,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Karnataka,Hubli,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Kerala,Ernakulam,Tomato,FAQ,Kg.,Food,DEC-2017,15.0
Kerala,Khozhikode,Tomato,FAQ,Kg.,Food,DEC-2017,15.0
Kerala,Trivandrum,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Madhya Pradesh,Bhopal,Tomato,FAQ,Kg.,Food,DEC-2017,18.0
Maharashtra,Mumbai,Tomato,FAQ,Kg.,Food,DEC-2017,28.0
Manipur,Imphal,Tomato,FAQ,Kg.,Food,DEC-2017,50.0
Meghalaya,Shillong,Tomato,FAQ,Kg.,Food,DEC-2017,37.0
Mizoram,Aizwal,Tomato,FAQ,Kg.,Food,DEC-2017,100.0
National Capital,Delhi,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Orissa,Bhubneshwar,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Orissa,Cuttack,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Punjab,Amritsar,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Rajasthan,Dausa,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Rajasthan,Jaipur,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Rajasthan,Jodhpur,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Rajasthan,Swaimadhopur,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Rajasthan,Udaipur,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Tamil Nadu,Chennai,Tomato,FAQ,Kg.,Food,DEC-2017,10.0
Tamil Nadu,Coimbatore,Tomato,FAQ,Kg.,Food,DEC-2017,10.0
Tamil Nadu,Madurai,Tomato,FAQ,Kg.,Food,DEC-2017,10.0
Tamil Nadu,Salem,Tomato,FAQ,Kg.,Food,DEC-2017,8.0
Tamil Nadu,Tirunelveli,Tomato,FAQ,Kg.,Food,DEC-2017,12.0
Telangana,Hyderabad,Tomato,FAQ,Kg.,Food,DEC-2017,8.0
Tripura,Agartala,Tomato,FAQ,Kg.,Food,DEC-2017,48.0
Union Territories,Portblair,Tomato,FAQ,Kg.,Food,DEC-2017,50.0
Uttar Pradesh,Agra,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Uttar Pradesh,Allahabad,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Uttar Pradesh,Gorakhpur,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Uttar Pradesh,Kanpur,Tomato,FAQ,Kg.,Food,DEC-2017,25.0
Uttar Pradesh,Lucknow,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
Uttar Pradesh,Saharanpur,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
West Bengal,Asansol,Tomato,FAQ,Kg.,Food,DEC-2017,20.0
West Bengal,Howrah,Tomato,FAQ,Kg.,Food,DEC-2017,25.0
West Bengal,Kolkata,Tomato,FAQ,Kg.,Food,DEC-2017,30.0
Andhra Pradesh,Chittoor,Wheat,Desi,Kg.,Food,DEC-2017,32.0
Andhra Pradesh,Chittoor,Wheat,Kalyan HYV,Kg.,Food,DEC-2017,36.0
Andhra Pradesh,Guntur,Wheat,Desi,Kg.,Food,DEC-2017,32.0
